point,brazilian_stocks,fiis,international_equity,fixed_income,crypto,total_return,annualized_return,annualized_volatility,max_drawdown,calmar,hhi,feasible
2489,0.32,0.08,0.24,0.25,0.11,0.8597281835924995,0.22969102571685274,0.11434894566593572,-0.07913059527151234,2.9026828994365395,0.241,True
2490,0.31,0.08,0.3,0.17,0.14,0.9355853078756278,0.24618436491361018,0.13133385948682907,-0.10224639572149374,2.4077559230956687,0.24100000000000002,True
2491,0.3,0.08,0.31,0.17,0.14,0.9348458487146665,0.24602568601954533,0.13122533599019354,-0.10392352731832177,2.3673723589650604,0.24100000000000002,True
2492,0.29,0.08,0.27,0.26,0.1,0.8391830356236123,0.22514698884734274,0.10939414245347191,-0.08073554158019614,2.7886973251266296,0.24100000000000002,True
2493,0.29,0.08,0.26,0.27,0.1,0.8351329626045683,0.22424723261156898,0.10838635789481231,-0.07850521206688266,2.8564629877124736,0.24100000000000002,True
2494,0.32,0.09,0.23,0.26,0.1,0.8337075990422247,0.22393026170304364,0.1095861994790892,-0.07354675329799842,3.0447334744433636,0.24100000000000002,True
2495,0.32,0.1,0.23,0.26,0.09,0.811661523213538,0.21900662035975982,0.10587277280604032,-0.0698167616673131,3.1368773791508384,0.24100000000000002,True
2496,0.29,0.1,0.27,0.26,0.08,0.7952720467900454,0.21532034160977442,0.10192473426371815,-0.07285414958700798,2.9554986617834644,0.24100000000000002,True
2497,0.29,0.1,0.26,0.27,0.08,0.7912068924045732,0.2144025473447433,0.10088729855152115,-0.07058190437583234,3.037641860767871,0.24100000000000002,True
2498,0.32,0.08,0.29,0.17,0.14,0.9363106443408513,0.24633997398681595,0.13149065629815213,-0.100566874997714,2.449514057112897,0.2414,True
2499,0.29,0.08,0.32,0.17,0.14,0.934092304009235,0.24586394293789748,0.13116539057284912,-0.1057391652753894,2.325192773156134,0.2414,True
2500,0.36,0.09,0.21,0.2,0.14,0.9198898128340331,0.2428075876988034,0.12936259061346186,-0.08822259124415821,2.752215552440841,0.2414,True
2501,0.36,0.09,0.2,0.21,0.14,0.9158235670369055,0.24192976302577374,0.12855891599423738,-0.08695579040088008,2.7822156743149464,0.2414,True
2502,0.32,0.08,0.23,0.26,0.11,0.8556584991934495,0.2287935885930259,0.1134339476096962,-0.07722662118193757,2.9626259066030216,0.2414,True
2503,0.3,0.09,0.26,0.26,0.09,0.817719857818296,0.22036361583185737,0.10588261871450788,-0.07506683962331795,2.935565383298833,0.2414,True
2504,0.3,0.08,0.26,0.26,0.1,0.8396788906343047,0.22525705621785042,0.10966030395667778,-0.07899551526788595,2.8515170190860717,0.2416,True
2505,0.3,0.09,0.27,0.25,0.09,0.8217869480340441,0.22127290520103382,0.1068945645777794,-0.0773156478806275,2.8619420682171737,0.2416,True
2506,0.3,0.09,0.25,0.27,0.09,0.8136512646225735,0.21945263217870292,0.1048877262290744,-0.07281154119725508,3.013981417920818,0.2416,True
2507,0.36,0.09,0.22,0.19,0.14,0.9239543523016371,0.24368380605536744,0.1301825899417861,-0.08948582982935405,2.7231552360866838,0.2418,True
2508,0.36,0.09,0.19,0.22,0.14,0.911755618322388,0.24105032682703142,0.1277718699185034,-0.08568541221020731,2.813201461127081,0.2418,True
2509,0.37,0.1,0.18,0.2,0.15,0.9282104953338286,0.2446000077541184,0.13262195132995303,-0.08848634763832985,2.764268322542498,0.24180000000000001,True
2510,0.3,0.08,0.27,0.25,0.1,0.8437381849971806,0.2261573747996739,0.11065796682005523,-0.08122358507515115,2.784380603126844,0.24180000000000001,True
2511,0.3,0.08,0.25,0.27,0.1,0.8356180512846227,0.22435506870311572,0.10867925880003858,-0.07676105851293702,2.922771950380332,0.24180000000000001,True
2512,0.3,0.1,0.25,0.27,0.08,0.7915926641605486,0.21448970305316228,0.10124898852706771,-0.06880802084681881,3.1172194812965435,0.24180000000000001,True
2513,0.37,0.11,0.19,0.2,0.13,0.8917298107720029,0.23670272723407826,0.12526755395357816,-0.08280046710159872,2.858712462861311,0.242,True
2514,0.31,0.09,0.31,0.14,0.15,0.9550278832682342,0.2503420806365695,0.13671412675162817,-0.10751963321473323,2.3283383057734013,0.2424,True
2515,0.31,0.09,0.26,0.25,0.09,0.8222292531622692,0.22137171081777485,0.10722415171062957,-0.07556254109732186,2.9296488392662177,0.2424,True
2516,0.31,0.09,0.25,0.26,0.09,0.8181513976462329,0.22046016054241502,0.10624030478542565,-0.0733095480274899,3.007250303326737,0.2424,True
2517,0.36,0.08,0.21,0.2,0.15,0.9415258050925432,0.24745765873011183,0.13341278151613384,-0.0917306918962405,2.6976538998530506,0.24259999999999998,True
2518,0.36,0.08,0.2,0.21,0.15,0.9374694457259074,0.2465884952441555,0.13261780396729228,-0.09047715422274116,2.725422758513068,0.24259999999999998,True
2519,0.35,0.08,0.22,0.22,0.13,0.9033611999008431,0.2392316140535089,0.12462805725158355,-0.08542044361115309,2.800636521422527,0.24259999999999998,True
2520,0.32,0.09,0.3,0.14,0.15,0.9558159948050473,0.25051003252532533,0.13683250725846025,-0.10585228023636695,2.3666002467395058,0.2426,True
2521,0.32,0.09,0.3,0.15,0.14,0.9373908907490409,0.2465716511563003,0.1325997720906907,-0.10246495796598654,2.406399768769244,0.2426,True
2522,0.37,0.1,0.19,0.2,0.14,0.9135170177311354,0.2414312708711881,0.12921186532509332,-0.08638060921347879,2.794970689249495,0.2426,True
2523,0.31,0.08,0.26,0.25,0.1,0.8442303789892958,0.22626644956743913,0.11095521033555542,-0.07948513253866651,2.8466512206841834,0.2426,True
2524,0.31,0.08,0.25,0.26,0.1,0.8401603042162105,0.22536389903073273,0.1099842293305272,-0.07725294228861945,2.9172209155318125,0.2426,True
2525,0.36,0.09,0.21,0.21,0.13,0.9010375289459889,0.23872722876746444,0.12524010839010477,-0.0848409831606679,2.813819688008258,0.2428,True
